Date,Head
2015-06-13,15.918333333333338
2015-06-14,15.89583333333333
2015-06-15,15.889999999999995
2015-06-16,15.875833333333334
2015-06-17,15.862916666666676
2015-06-18,15.863333333333339
2015-06-19,15.859583333333346
2015-06-20,15.852083333333338
2015-06-21,15.7675
2015-06-22,15.82166666666666
2015-06-23,15.839166666666673
2015-06-24,15.863750000000005
2015-06-25,15.86208333333334
2015-06-26,15.855416666666676
2015-06-27,15.850000000000003
2015-06-28,15.83375
2015-06-29,15.820416666666661
2015-06-30,15.812083333333334
2015-07-01,15.80333333333334
2015-07-02,15.798333333333341
2015-07-03,15.774999999999997
2015-07-04,15.740000000000007
2015-07-05,15.68833333333333
2015-07-06,15.638333333333335
2015-07-07,15.668333333333337
2015-07-08,15.63666666666667
2015-07-09,15.529166666666669
2015-07-10,15.668750000000001
2015-07-11,15.693749999999996
2015-07-12,15.696249999999997
2015-07-13,15.585416666666667
2015-07-14,15.67
2015-07-15,15.69
2015-07-16,15.694583333333329
2015-07-17,15.693749999999996
2015-07-18,15.688333333333338
2015-07-19,15.643333333333329
2015-07-20,15.633749999999994
2015-07-21,15.638333333333327
2015-07-22,15.639583333333325
2015-07-23,15.639999999999992
2015-07-24,15.639999999999992
2015-07-25,15.65
2015-07-26,15.647916666666662
2015-07-27,15.652083333333342
2015-07-28,15.665416666666673
2015-07-29,15.654583333333328
2015-07-30,15.64458333333333
2015-07-31,15.639999999999992
2015-08-01,15.639999999999992
2015-08-02,15.641666666666659
2015-08-03,15.637499999999994
2015-08-04,15.636666666666661
2015-08-05,15.629166666666665
2015-08-06,15.628749999999997
2015-08-07,15.623333333333335
2015-08-08,15.617916666666671
2015-08-09,15.60875000000001
2015-08-10,15.587916666666663
2015-08-11,15.574166666666663
2015-08-12,15.579583333333332
2015-08-13,15.579583333333332
2015-08-14,15.585833333333328
2015-08-15,15.589999999999998
2015-08-16,15.59541666666666
2015-08-17,15.635833333333336
2015-08-18,15.735416666666666
2015-08-19,15.79583333333334
2015-08-20,15.807916666666669
2015-08-21,15.809583333333334
2015-08-22,15.81
2015-08-23,15.814166666666665
2015-08-24,15.822499999999998
2015-08-25,15.84666666666667
2015-08-26,15.843333333333334
2015-08-27,15.856250000000008
2015-08-28,15.855416666666668
2015-08-29,15.862500000000006
2015-08-30,15.860833333333341
2015-08-31,15.910416666666663
2015-09-01,15.971666666666671
2015-09-02,15.990833333333336
2015-09-03,16.006249999999994
2015-09-04,16.01791666666666
2015-09-05,16.02666666666666
2015-09-06,16.044583333333335
2015-09-07,16.05208333333334
2015-09-08,16.049166666666675
2015-09-09,16.050000000000008
2015-09-10,16.04875000000001
2015-09-11,16.040000000000003
2015-09-12,16.036666666666658
2015-09-13,16.032083333333322
2015-09-14,16.032500000000002
2015-09-15,16.05583333333333
2015-09-16,16.082499999999992
2015-09-17,16.09958333333334
